customer_id,age,annual_income,debt_to_income,loan_amount,employment_years,previous_default,missed_payments_12m,credit_history_years,savings_amount,esg_score,sector,region,risk_label
CUST000237,21,27018.0,0.851,32490.0,3.0,0,1,0.5,6682.0,52.0,Manufacturing,Ile-de-France,0
CUST000238,40,44327.0,0.22,45939.0,14.3,0,0,13.4,8671.0,35.0,Retail,Hauts-de-France,0
CUST000239,30,34018.0,0.45,32137.0,2.1,0,2,5.0,11752.0,68.0,Technology,Ile-de-France,1
CUST000240,36,50298.0,0.088,36898.0,12.2,0,0,7.4,15472.0,65.0,Healthcare,Hauts-de-France,0
CUST000241,32,40771.0,0.377,17451.0,2.6,0,1,12.0,19551.0,77.0,Public sector,Auvergne-Rhone-Alpes,0
CUST000242,41,89274.0,0.484,63463.0,1.2,0,1,12.2,34359.0,43.0,Services,Ile-de-France,0
CUST000243,23,9456.0,2.061,86694.0,5.0,1,2,5.0,7696.0,56.0,Services,Grand Est,1
CUST000244,26,27667.0,0.629,19744.0,4.8,1,8,0.5,1049.0,41.0,Services,Hauts-de-France,1
CUST000245,65,63632.0,0.297,26963.0,11.5,0,1,40.1,3158.0,48.0,Construction,Auvergne-Rhone-Alpes,0
CUST000246,28,34669.0,0.37,26411.0,10.0,0,3,7.2,2887.0,80.0,Services,Ile-de-France,0
CUST000247,30,37670.0,0.391,34010.0,10.1,0,0,5.1,6837.0,55.0,Services,Nouvelle-Aquitaine,0
CUST000248,62,54762.0,0.488,53928.0,7.0,0,0,35.4,10569.0,43.0,Healthcare,Grand Est,0
CUST000249,74,39043.0,0.433,14880.0,2.8,0,0,45.0,1917.0,46.0,Retail,Ile-de-France,0
CUST000250,29,69840.0,0.674,40211.0,5.6,0,3,8.9,11607.0,30.0,Manufacturing,Grand Est,0
CUST000251,38,34671.0,0.617,13332.0,14.4,1,5,9.4,7563.0,35.0,Manufacturing,Auvergne-Rhone-Alpes,0
CUST000252,46,37012.0,0.469,34049.0,11.7,0,0,20.3,7361.0,73.0,Technology,Occitanie,0
CUST000253,61,36435.0,0.599,18253.0,5.8,1,5,36.1,4178.0,42.0,Healthcare,Auvergne-Rhone-Alpes,1
CUST000254,31,37850.0,0.165,38756.0,5.7,0,0,10.8,8549.0,63.0,Services,Ile-de-France,0
CUST000255,39,76162.0,0.501,56598.0,9.6,0,0,13.5,9097.0,64.0,Technology,Grand Est,0
CUST000256,51,62508.0,0.356,37408.0,7.3,0,2,33.0,7629.0,46.0,Manufacturing,Ile-de-France,0
CUST000257,47,98433.0,0.608,83709.0,6.0,0,0,21.1,4789.0,59.0,Retail,Grand Est,0
CUST000258,38,124414.0,0.261,48533.0,,0,0,11.7,59837.0,38.0,Construction,Ile-de-France,0
CUST000259,41,31134.0,0.363,9448.0,9.0,0,0,15.1,6282.0,74.0,Healthcare,Ile-de-France,0
CUST000260,27,49441.0,0.593,20345.0,15.1,0,2,23.0,5330.0,41.0,Construction,Grand Est,0
CUST000261,39,29289.0,0.265,17236.0,8.2,0,0,8.3,4141.0,57.0,Healthcare,Occitanie,0
CUST000262,39,34626.0,0.32,27240.0,8.7,0,1,11.1,9170.0,52.0,Services,Ile-de-France,0
CUST000263,45,36839.0,0.567,19194.0,6.7,0,0,26.2,6274.0,69.0,Services,Nouvelle-Aquitaine,0
CUST000264,36,30790.0,0.413,27871.0,4.1,0,2,10.8,8312.0,67.0,Services,Ile-de-France,0
CUST000265,47,30858.0,0.455,9929.0,5.5,0,0,19.3,2888.0,19.0,Retail,Hauts-de-France,0
CUST000266,53,45178.0,0.662,30266.0,3.6,1,4,34.7,5639.0,63.0,Services,Ile-de-France,0
CUST000267,44,28794.0,0.52,22265.0,8.4,0,2,26.0,6757.0,35.0,Services,Nouvelle-Aquitaine,1
CUST000268,46,68367.0,0.351,62059.0,2.1,0,0,27.9,24824.0,51.0,Retail,Ile-de-France,0
CUST000269,43,32647.0,0.356,30922.0,15.3,0,2,13.3,4350.0,49.0,Construction,Occitanie,1
CUST000270,42,156213.0,0.025,104147.0,13.6,0,0,14.3,24702.0,51.0,Retail,Grand Est,0
CUST000271,34,39711.0,0.043,22866.0,8.8,0,1,16.0,11281.0,60.0,Manufacturing,Hauts-de-France,0
CUST000272,45,49474.0,0.48,24369.0,11.3,0,0,21.3,6913.0,72.0,Healthcare,Auvergne-Rhone-Alpes,0
CUST000273,41,27859.0,0.328,15534.0,10.8,0,0,14.5,54.0,53.0,Technology,Ile-de-France,0
CUST000274,65,98274.0,0.042,90364.0,7.4,0,0,44.0,58809.0,45.0,Retail,Ile-de-France,0
CUST000275,59,76814.0,0.272,55602.0,6.1,0,1,39.5,1918.0,63.0,Technology,Hauts-de-France,0
CUST000276,46,54375.0,0.463,21461.0,5.6,0,0,17.9,10725.0,40.0,Healthcare,Ile-de-France,1
CUST000277,34,27263.0,0.43,13824.0,15.6,0,2,10.2,1109.0,44.0,Construction,Occitanie,0
CUST000278,30,52441.0,0.26,20214.0,4.0,0,0,10.1,9168.0,78.0,Services,Auvergne-Rhone-Alpes,0
CUST000279,55,29970.0,0.875,28804.0,4.1,0,1,23.6,4705.0,35.0,Retail,Grand Est,0
CUST000280,45,88712.0,0.146,46830.0,11.8,0,0,20.1,4494.0,59.0,Technology,Nouvelle-Aquitaine,0
CUST000281,47,67428.0,0.091,58819.0,11.2,0,2,15.9,3447.0,51.0,Services,Nouvelle-Aquitaine,0
CUST000282,23,49963.0,0.404,29401.0,5.0,0,4,0.5,3765.0,90.0,Healthcare,Grand Est,0
CUST000283,52,17252.0,0.37,12463.0,9.3,0,1,23.9,1896.0,56.0,Technology,Grand Est,0
CUST000284,47,31759.0,0.169,13584.0,10.0,0,0,24.6,9213.0,55.0,Healthcare,Nouvelle-Aquitaine,0
CUST000285,30,64075.0,0.457,30676.0,2.7,0,1,3.2,2916.0,52.0,Public sector,Hauts-de-France,0
CUST000286,37,79887.0,0.278,42847.0,14.0,0,0,8.4,9938.0,64.0,Technology,Occitanie,0
CUST000287,45,76482.0,0.483,30181.0,10.0,0,2,20.3,7648.0,55.0,Construction,Auvergne-Rhone-Alpes,0
CUST000288,43,24595.0,0.418,22849.0,31.3,0,2,33.9,2786.0,52.0,Technology,Ile-de-France,0
CUST000289,39,54481.0,0.087,42129.0,10.1,0,1,16.4,15054.0,70.0,Retail,Occitanie,0
CUST000290,41,73532.0,0.125,31423.0,8.3,0,0,22.2,16599.0,66.0,Healthcare,Occitanie,0
CUST000291,39,23920.0,0.752,14327.0,6.5,0,2,13.6,3113.0,76.0,Technology,Ile-de-France,0
CUST000292,44,47841.0,0.351,30145.0,1.5,0,1,17.9,11847.0,61.0,Public sector,Ile-de-France,0
CUST000293,58,53851.0,0.382,42452.0,7.5,0,0,35.1,2642.0,62.0,Services,Occitanie,0
CUST000294,21,42304.0,0.285,11135.0,2.6,0,0,0.5,6196.0,56.0,Services,Ile-de-France,0
CUST000295,39,22050.0,0.355,15303.0,19.1,0,0,17.0,6329.0,82.0,Healthcare,Occitanie,0
CUST000296,44,41863.0,0.315,17993.0,6.4,0,0,26.0,12096.0,58.0,Retail,Occitanie,0
CUST000297,45,41835.0,0.775,45264.0,18.9,0,1,19.3,8381.0,64.0,Technology,Auvergne-Rhone-Alpes,0
CUST000298,38,45106.0,0.187,28294.0,7.5,1,5,12.3,2500.0,47.0,Manufacturing,Ile-de-France,1
CUST000299,23,37885.0,0.702,29115.0,4.7,0,0,2.1,0.0,49.0,Retail,Auvergne-Rhone-Alpes,0
CUST000300,46,39851.0,0.489,37759.0,13.8,0,0,28.0,7612.0,59.0,Retail,Auvergne-Rhone-Alpes,0
CUST000301,61,47206.0,0.627,26924.0,8.7,0,1,41.4,2546.0,73.0,Healthcare,Occitanie,0
CUST000302,25,57802.0,0.728,24355.0,7.0,0,2,0.5,3490.0,46.0,Retail,Hauts-de-France,1
CUST000303,52,42239.0,0.166,25087.0,4.6,0,0,30.1,8591.0,64.0,Healthcare,Hauts-de-France,0
CUST000304,38,40413.0,0.098,25532.0,14.1,0,0,20.0,17833.0,65.0,Healthcare,Ile-de-France,0
CUST000305,41,49898.0,0.47,31466.0,14.6,0,1,19.4,8332.0,69.0,Technology,Occitanie,0
CUST000306,30,21422.0,0.672,7962.0,10.5,0,0,0.5,2496.0,35.0,Services,Auvergne-Rhone-Alpes,0
CUST000307,38,58648.0,0.137,13684.0,14.6,0,0,14.6,1072.0,43.0,Retail,Hauts-de-France,0
CUST000308,56,47989.0,0.539,36530.0,6.5,1,3,24.0,5446.0,43.0,Healthcare,Ile-de-France,1
CUST000309,48,48807.0,0.398,39069.0,4.0,0,0,29.8,23596.0,56.0,Retail,Nouvelle-Aquitaine,0
CUST000310,61,71859.0,0.341,23523.0,4.9,0,0,30.7,10260.0,46.0,Services,Nouvelle-Aquitaine,0
CUST000311,55,21137.0,0.327,23326.0,7.2,1,1,30.4,7037.0,59.0,Public sector,Auvergne-Rhone-Alpes,0
CUST000312,47,20951.0,0.833,9614.0,10.8,1,4,17.3,3488.0,42.0,Services,Grand Est,1
CUST000313,61,53850.0,0.762,24397.0,4.2,0,1,33.0,10965.0,53.0,Services,Ile-de-France,0
CUST000314,47,47857.0,0.307,28604.0,5.6,0,1,29.0,13578.0,50.0,Public sector,Ile-de-France,0
CUST000315,51,51556.0,0.344,40390.0,4.4,0,2,26.6,10722.0,67.0,Retail,Occitanie,0
CUST000316,39,39532.0,0.303,30622.0,12.0,0,0,10.9,601.0,63.0,Retail,Nouvelle-Aquitaine,1
CUST000317,43,63449.0,0.452,43272.0,18.8,0,1,11.7,861.0,61.0,Services,Ile-de-France,0
CUST000318,34,71016.0,0.043,30187.0,3.6,0,0,0.5,5554.0,58.0,Healthcare,Auvergne-Rhone-Alpes,0
CUST000319,53,58820.0,0.27,33303.0,9.6,1,2,21.1,23709.0,22.0,Construction,Ile-de-France,0
CUST000320,29,43019.0,0.501,22747.0,11.0,0,0,4.6,10662.0,56.0,Healthcare,Hauts-de-France,0
CUST000321,51,19806.0,0.453,13805.0,6.2,0,2,31.4,2713.0,55.0,Public sector,Nouvelle-Aquitaine,1
CUST000322,40,66306.0,0.586,44173.0,2.7,0,0,11.9,9052.0,59.0,Retail,Ile-de-France,0
CUST000323,55,80184.0,0.732,55548.0,13.7,1,4,37.0,1546.0,73.0,Technology,Auvergne-Rhone-Alpes,0
CUST000324,50,62923.0,0.574,24853.0,2.5,0,2,21.1,3971.0,61.0,Retail,Grand Est,0
CUST000325,62,33173.0,0.397,19273.0,16.0,0,1,35.7,14971.0,69.0,Construction,Grand Est,0
CUST000326,50,63701.0,0.454,30903.0,4.4,0,0,19.1,9008.0,58.0,Public sector,Ile-de-France,0
CUST000327,25,68898.0,0.224,45152.0,2.3,0,0,5.4,3509.0,50.0,Services,Occitanie,0
CUST000328,41,92379.0,0.865,64462.0,5.2,0,3,23.0,11659.0,77.0,Healthcare,Ile-de-France,0
CUST000329,29,,0.2,19436.0,6.9,0,0,0.5,10141.0,66.0,Technology,Ile-de-France,0
CUST000330,36,43645.0,0.753,23217.0,7.8,0,1,9.1,12092.0,53.0,Retail,Hauts-de-France,0
CUST000331,59,65697.0,0.548,37352.0,10.1,1,1,41.0,28627.0,90.0,Technology,Grand Est,0
CUST000332,49,49171.0,0.148,16227.0,8.2,0,0,16.0,5856.0,74.0,Public sector,Ile-de-France,0
CUST000333,34,30022.0,2.274,11887.0,16.0,0,4,12.1,9984.0,56.0,Services,Hauts-de-France,1
CUST000334,31,57131.0,0.354,49119.0,6.7,0,0,12.7,3600.0,46.0,Retail,Occitanie,1
CUST000335,42,61206.0,0.265,18201.0,8.4,0,0,17.4,14509.0,85.0,Public sector,Hauts-de-France,0
CUST000336,29,49806.0,0.269,22783.0,8.0,0,0,7.0,0.0,62.0,Services,Hauts-de-France,0
CUST000337,35,52637.0,0.268,29703.0,2.1,0,1,17.0,12588.0,59.0,Services,Nouvelle-Aquitaine,0
CUST000338,45,43058.0,0.342,23442.0,3.1,0,0,27.0,21673.0,71.0,Healthcare,Grand Est,0
CUST000339,55,89307.0,0.701,90730.0,7.2,0,2,29.7,9622.0,76.0,Technology,Ile-de-France,0
CUST000340,49,32882.0,0.16,29541.0,9.1,0,0,21.1,1517.0,67.0,Services,Nouvelle-Aquitaine,0
CUST000341,21,37507.0,0.148,19777.0,1.5,0,1,0.5,18706.0,68.0,Retail,Auvergne-Rhone-Alpes,0
CUST000342,45,48222.0,0.083,19825.0,18.4,0,0,25.4,13435.0,68.0,Healthcare,Hauts-de-France,0
CUST000343,43,69433.0,0.567,49546.0,9.5,0,1,10.5,9807.0,61.0,Manufacturing,Ile-de-France,0
CUST000344,47,25593.0,0.524,14603.0,7.0,0,3,20.6,10902.0,54.0,Technology,Auvergne-Rhone-Alpes,0
CUST000345,60,27685.0,0.296,19061.0,9.2,0,1,35.6,9177.0,76.0,Construction,Hauts-de-France,0
CUST000346,21,20396.0,0.536,3000.0,3.0,0,1,0.5,1878.0,39.0,Retail,Auvergne-Rhone-Alpes,1
CUST000347,35,48664.0,0.418,15732.0,7.8,0,0,11.5,2188.0,55.0,Construction,Ile-de-France,1
CUST000348,48,30009.0,0.266,10967.0,8.6,0,2,30.0,9888.0,43.0,Healthcare,Ile-de-France,0
CUST000349,25,40841.0,0.367,17613.0,7.0,0,1,0.5,522.0,65.0,Public sector,Occitanie,0
CUST000350,58,63369.0,0.398,41923.0,6.3,0,1,30.6,5993.0,51.0,Services,Ile-de-France,0
CUST000351,46,36662.0,0.074,37412.0,,0,0,26.6,16948.0,61.0,Services,Auvergne-Rhone-Alpes,0
CUST000352,51,52897.0,0.483,29024.0,3.9,0,4,27.3,3331.0,69.0,Technology,Nouvelle-Aquitaine,0
CUST000353,36,42329.0,0.612,46469.0,6.0,0,1,18.0,7571.0,38.0,Construction,Grand Est,0
CUST000354,51,63656.0,0.427,30098.0,2.8,0,0,26.9,26024.0,66.0,Public sector,Hauts-de-France,0
CUST000355,54,58601.0,0.229,17223.0,3.6,0,0,27.6,1800.0,79.0,Services,Ile-de-France,0
CUST000356,45,35895.0,0.378,26865.0,4.0,0,1,10.2,10480.0,35.0,Manufacturing,Grand Est,0
CUST000357,45,44718.0,0.187,16055.0,5.8,1,2,11.1,1639.0,44.0,Retail,Hauts-de-France,0
CUST000358,45,74409.0,0.422,76051.0,9.4,0,2,9.9,9384.0,76.0,Technology,Hauts-de-France,0
CUST000359,33,56623.0,0.574,62809.0,5.6,0,2,10.1,2585.0,52.0,Construction,Nouvelle-Aquitaine,0
CUST000360,40,26695.0,0.367,11875.0,9.8,0,1,7.5,4765.0,64.0,Healthcare,Ile-de-France,1
CUST000361,40,63216.0,0.357,22880.0,7.0,1,1,21.9,7763.0,73.0,Services,Occitanie,0
CUST000362,46,30437.0,0.434,14686.0,3.7,0,0,21.2,2112.0,55.0,Public sector,Nouvelle-Aquitaine,1
CUST000363,53,86874.0,0.416,81864.0,8.7,0,2,26.7,17536.0,49.0,Retail,Auvergne-Rhone-Alpes,0
CUST000364,30,73797.0,0.496,24640.0,7.9,0,2,0.5,1913.0,44.0,Manufacturing,Ile-de-France,1
CUST000365,41,54215.0,0.31,50547.0,9.9,1,4,19.4,13961.0,,Manufacturing,Ile-de-France,0
CUST000366,58,51277.0,0.149,18071.0,11.1,0,0,28.6,1855.0,72.0,Manufacturing,Occitanie,0
CUST000367,34,43966.0,0.205,37203.0,14.1,1,1,3.6,9864.0,38.0,Healthcare,Ile-de-France,0
CUST000368,33,63827.0,0.327,26721.0,9.6,0,0,14.5,1118.0,47.0,Technology,Occitanie,0
CUST000369,44,41078.0,0.46,35427.0,7.7,0,2,21.0,5127.0,37.0,Retail,Hauts-de-France,0
CUST000370,51,52992.0,0.656,44796.0,10.0,1,1,24.7,4323.0,76.0,Retail,Auvergne-Rhone-Alpes,1
CUST000371,42,69229.0,0.747,22570.0,5.3,0,1,20.5,6012.0,44.0,Manufacturing,Ile-de-France,0
CUST000372,57,37911.0,0.15,13085.0,5.0,0,0,32.0,7931.0,59.0,Technology,Ile-de-France,0
CUST000373,51,37055.0,0.613,25234.0,15.2,0,0,28.1,1767.0,30.0,Manufacturing,Auvergne-Rhone-Alpes,0
CUST000374,51,29066.0,0.472,18988.0,4.9,0,3,21.5,0.0,55.0,Services,Hauts-de-France,1
CUST000375,48,30696.0,0.951,28238.0,4.0,0,1,30.0,1781.0,68.0,Retail,Occitanie,0
CUST000376,68,22271.0,0.492,12282.0,9.6,0,0,39.8,2883.0,66.0,Healthcare,Hauts-de-France,0
CUST000377,40,65218.0,0.025,54046.0,5.3,0,1,22.0,18952.0,51.0,Manufacturing,Grand Est,0
CUST000378,21,102611.0,0.299,36077.0,3.0,0,1,0.5,28861.0,31.0,Manufacturing,Ile-de-France,0
CUST000379,60,87343.0,0.434,77250.0,13.5,0,0,39.4,31023.0,48.0,Manufacturing,Occitanie,0
CUST000380,37,24246.0,0.524,29893.0,4.4,0,0,16.0,3391.0,61.0,Services,Nouvelle-Aquitaine,0
CUST000381,43,65081.0,0.485,51479.0,10.3,0,0,24.3,29953.0,45.0,Services,Nouvelle-Aquitaine,0
CUST000382,56,87225.0,0.038,83488.0,4.8,0,0,26.4,32871.0,65.0,Retail,Auvergne-Rhone-Alpes,0
CUST000383,24,39620.0,0.205,21484.0,6.0,0,1,4.9,15656.0,76.0,Technology,Auvergne-Rhone-Alpes,0
CUST000384,28,50089.0,0.264,40670.0,8.4,0,1,10.0,4961.0,52.0,Services,Occitanie,0
CUST000385,24,20654.0,0.445,10015.0,5.0,0,2,0.5,7546.0,69.0,Services,Occitanie,0
CUST000386,33,53690.0,0.161,24350.0,8.0,0,1,8.2,6136.0,64.0,Public sector,Auvergne-Rhone-Alpes,0
CUST000387,47,,0.262,26429.0,6.4,0,2,19.1,4094.0,75.0,Services,Ile-de-France,0
CUST000388,48,52198.0,0.535,50618.0,11.2,0,0,21.1,20922.0,81.0,Manufacturing,Nouvelle-Aquitaine,0
CUST000389,45,24916.0,0.582,28055.0,11.2,0,0,27.0,767.0,44.0,Services,Occitanie,0
CUST000390,26,60292.0,0.065,41080.0,5.0,0,0,0.5,3783.0,70.0,Services,Nouvelle-Aquitaine,0
CUST000391,21,73810.0,0.322,63890.0,3.0,1,1,0.5,17848.0,74.0,Retail,Ile-de-France,1
CUST000392,43,34545.0,0.313,30010.0,12.2,0,1,25.0,1000.0,37.0,Construction,Ile-de-France,0
CUST000393,37,29776.0,0.521,20067.0,3.6,1,2,15.4,4965.0,45.0,Manufacturing,Hauts-de-France,1
CUST000394,47,19408.0,1.074,9292.0,6.4,0,0,29.0,445.0,54.0,Healthcare,Hauts-de-France,0
CUST000395,50,42919.0,0.137,23856.0,8.3,0,0,22.5,10641.0,64.0,Public sector,Ile-de-France,0
CUST000396,44,37597.0,0.228,21542.0,3.5,0,0,19.7,16027.0,51.0,Retail,Nouvelle-Aquitaine,0
CUST000397,50,25022.0,0.384,20363.0,5.4,0,1,21.4,4588.0,61.0,Technology,Auvergne-Rhone-Alpes,0
CUST000398,45,58060.0,0.21,41123.0,16.9,0,0,20.8,8033.0,68.0,Retail,Occitanie,1
CUST000399,48,39734.0,0.105,30055.0,4.9,0,0,13.2,6576.0,26.0,Manufacturing,Ile-de-France,0
CUST000400,34,30551.0,0.492,37817.0,5.3,0,2,12.8,5611.0,37.0,Construction,Occitanie,0
CUST000401,40,38026.0,0.237,27051.0,2.3,0,0,16.8,7333.0,65.0,Retail,Grand Est,0
CUST000402,44,75275.0,0.301,61608.0,9.5,0,0,18.7,105.0,74.0,Public sector,Auvergne-Rhone-Alpes,0
CUST000403,51,61833.0,0.211,42950.0,3.2,0,0,23.9,4588.0,49.0,Technology,Auvergne-Rhone-Alpes,0
CUST000404,38,45449.0,0.814,41699.0,6.5,0,4,8.1,3049.0,67.0,Services,Ile-de-France,1
CUST000405,48,62254.0,0.396,40734.0,4.1,0,1,27.0,6136.0,75.0,Retail,Ile-de-France,1
CUST000406,39,29477.0,0.526,26976.0,8.0,0,1,7.6,5388.0,63.0,Technology,Grand Est,0
CUST000407,41,48657.0,0.475,52303.0,0.7,0,2,18.8,11484.0,39.0,Manufacturing,Grand Est,0
CUST000408,51,51064.0,0.348,44903.0,7.3,0,0,33.0,20339.0,71.0,Services,Ile-de-France,0
CUST000409,21,39404.0,0.876,20321.0,3.0,1,2,3.0,,77.0,Manufacturing,Grand Est,1
CUST000410,28,57633.0,0.394,37648.0,5.5,0,1,0.5,1689.0,44.0,Retail,Ile-de-France,0
CUST000411,26,34585.0,0.278,30552.0,5.7,0,0,0.5,7054.0,67.0,Public sector,Nouvelle-Aquitaine,0
CUST000412,21,59461.0,0.236,56689.0,3.0,1,2,0.5,23684.0,74.0,Services,Occitanie,1
CUST000413,35,60520.0,0.592,61078.0,6.4,0,4,9.6,13594.0,55.0,Manufacturing,Auvergne-Rhone-Alpes,1
CUST000414,50,16000.0,0.4,13528.0,15.3,0,0,17.3,3512.0,38.0,Healthcare,Nouvelle-Aquitaine,0
CUST000415,39,79133.0,0.026,56327.0,11.4,0,0,16.1,18614.0,68.0,Healthcare,Occitanie,0
CUST000416,44,16000.0,0.429,4322.0,6.4,1,4,18.9,6677.0,37.0,Construction,Ile-de-France,1
CUST000417,54,37057.0,0.635,34652.0,5.4,0,0,36.0,7996.0,48.0,Public sector,Grand Est,0
CUST000418,57,73836.0,0.456,38745.0,10.8,0,1,30.6,13354.0,32.0,Retail,Ile-de-France,0
CUST000419,41,42011.0,0.464,38803.0,7.7,0,1,22.4,10683.0,76.0,Services,Ile-de-France,0
CUST000420,57,25930.0,0.275,9334.0,3.4,0,1,25.0,4240.0,52.0,Technology,Grand Est,0
CUST000421,43,30321.0,0.219,25625.0,6.0,0,0,12.3,2845.0,61.0,Retail,Auvergne-Rhone-Alpes,0
CUST000422,33,73884.0,0.153,41047.0,14.4,0,0,12.0,13384.0,70.0,Healthcare,Auvergne-Rhone-Alpes,0
CUST000423,35,21417.0,0.656,4663.0,9.3,0,1,16.0,2565.0,58.0,Retail,Ile-de-France,1
CUST000424,26,77121.0,0.414,53713.0,5.4,1,2,0.5,25360.0,55.0,Construction,Ile-de-France,1
CUST000425,32,46902.0,0.045,34355.0,2.5,0,0,7.1,21573.0,67.0,Healthcare,Ile-de-France,0
CUST000426,38,29090.0,0.534,28361.0,7.9,0,1,5.4,1074.0,55.0,Manufacturing,Auvergne-Rhone-Alpes,0
CUST000427,51,37573.0,0.592,29144.0,7.0,1,1,25.0,222.0,48.0,Services,Nouvelle-Aquitaine,1
CUST000428,61,31311.0,0.915,27417.0,6.3,0,0,40.6,728.0,54.0,Public sector,Auvergne-Rhone-Alpes,0
CUST000429,27,69063.0,0.266,21198.0,9.0,0,2,0.5,5679.0,61.0,Healthcare,Hauts-de-France,0
CUST000430,46,65289.0,0.103,51768.0,9.4,0,0,19.6,28655.0,60.0,Healthcare,Grand Est,0
CUST000431,31,23316.0,0.435,24694.0,2.5,0,0,0.5,9144.0,68.0,Healthcare,Auvergne-Rhone-Alpes,0
CUST000432,47,40516.0,0.331,38699.0,7.0,0,0,18.4,2994.0,71.0,Retail,Grand Est,0
CUST000433,41,33404.0,0.867,6655.0,3.0,0,4,23.0,10860.0,61.0,Retail,Hauts-de-France,0
CUST000434,22,82638.0,0.127,72284.0,4.0,0,0,0.5,9836.0,45.0,Retail,Grand Est,0
CUST000435,52,27226.0,0.798,13194.0,2.8,0,3,21.5,3272.0,33.0,Technology,Occitanie,1
CUST000436,35,94158.0,0.283,86795.0,2.9,0,0,8.3,9162.0,53.0,Technology,Ile-de-France,0
CUST000437,36,47333.0,0.382,15293.0,8.5,0,0,2.2,18241.0,40.0,Services,Ile-de-France,0
CUST000438,30,29465.0,0.442,13174.0,8.0,0,1,0.5,3354.0,56.0,Public sector,Grand Est,0
CUST000439,35,36116.0,1.1,19303.0,6.7,0,2,17.0,,59.0,Retail,Nouvelle-Aquitaine,1
CUST000440,47,34279.0,0.391,30088.0,4.9,0,2,21.2,10814.0,63.0,Healthcare,Grand Est,0
CUST000441,40,28103.0,0.236,28036.0,2.7,1,2,22.0,31.0,79.0,Manufacturing,Occitanie,1
CUST000442,46,49950.0,0.381,41874.0,5.2,0,1,20.5,2205.0,66.0,Services,Ile-de-France,0
CUST000443,46,28659.0,0.447,26226.0,8.1,0,0,20.8,0.0,83.0,Retail,Auvergne-Rhone-Alpes,0
CUST000444,57,19210.0,0.474,22899.0,8.0,0,2,35.5,1309.0,72.0,Healthcare,Grand Est,0
CUST000445,38,40925.0,0.217,23567.0,14.2,0,0,0.5,5491.0,77.0,Healthcare,Ile-de-France,0
CUST000446,26,22511.0,0.644,10587.0,8.0,0,2,2.1,748.0,54.0,Services,Occitanie,0
CUST000447,54,34998.0,0.731,31492.0,6.9,0,3,28.7,13685.0,38.0,Manufacturing,Grand Est,1
CUST000448,38,32766.0,0.256,21975.0,5.1,0,0,20.0,6727.0,58.0,Technology,Ile-de-France,1
CUST000449,54,33291.0,0.279,25214.0,4.1,1,3,34.3,1915.0,59.0,Services,Ile-de-France,0
CUST000450,46,111231.0,0.461,62862.0,2.4,0,5,14.8,8239.0,55.0,Technology,Nouvelle-Aquitaine,1
CUST000451,41,49151.0,0.491,36222.0,3.2,0,0,22.8,15244.0,45.0,Services,Hauts-de-France,0
CUST000452,46,53211.0,0.576,22405.0,8.1,0,2,19.6,6605.0,57.0,Construction,Nouvelle-Aquitaine,0
CUST000453,63,22762.0,0.371,17970.0,9.8,0,1,33.0,7526.0,48.0,Healthcare,Ile-de-France,0
CUST000454,65,36472.0,0.49,17536.0,5.8,0,1,41.1,5092.0,35.0,Retail,Ile-de-France,0
CUST000455,43,52543.0,0.395,44818.0,22.5,0,1,16.9,10656.0,46.0,Healthcare,Auvergne-Rhone-Alpes,0
CUST000456,44,31215.0,0.431,18563.0,3.2,0,0,26.0,1329.0,56.0,Services,Auvergne-Rhone-Alpes,0
CUST000457,54,70287.0,0.588,37627.0,2.2,1,2,30.9,13959.0,52.0,Public sector,Ile-de-France,0
CUST000458,33,28964.0,0.501,13109.0,15.0,0,3,9.1,246.0,61.0,Technology,Hauts-de-France,1
CUST000459,46,42561.0,0.108,27859.0,2.6,0,0,26.0,15790.0,64.0,Retail,Ile-de-France,0
CUST000460,42,37527.0,0.716,18780.0,5.7,1,3,23.0,8861.0,70.0,Healthcare,Hauts-de-France,1
CUST000461,45,51430.0,0.093,38770.0,4.3,0,0,24.3,12766.0,47.0,Retail,Grand Est,0
CUST000462,33,36679.0,0.378,15796.0,8.4,0,1,15.0,2896.0,33.0,Construction,Occitanie,0
CUST000463,25,42838.0,0.581,12194.0,5.5,0,3,3.3,9489.0,58.0,Public sector,Occitanie,1
CUST000464,21,43468.0,0.265,26300.0,3.0,0,2,0.5,5326.0,73.0,Technology,Ile-de-France,0
CUST000465,30,35260.0,0.221,20168.0,11.0,0,1,11.8,1364.0,65.0,Manufacturing,Nouvelle-Aquitaine,0
CUST000466,37,58847.0,0.252,44906.0,2.4,0,0,11.5,10618.0,69.0,Technology,Auvergne-Rhone-Alpes,0
CUST000467,39,53055.0,0.57,45285.0,4.0,0,2,14.2,1682.0,76.0,Services,Ile-de-France,1
CUST000468,63,46246.0,0.158,40756.0,10.2,0,0,45.0,2184.0,80.0,Retail,Nouvelle-Aquitaine,0
CUST000469,54,40061.0,0.482,26435.0,12.2,0,0,36.0,0.0,44.0,Construction,Ile-de-France,0
CUST000470,31,67071.0,0.462,36371.0,7.6,0,0,6.0,24616.0,80.0,Services,Ile-de-France,0
CUST000471,46,43473.0,0.249,9286.0,8.8,0,0,18.5,6988.0,55.0,Services,Occitanie,0
CUST000472,38,42199.0,0.292,19090.0,14.7,1,2,20.0,4559.0,70.0,Retail,Auvergne-Rhone-Alpes,1
